instant,dteday,season,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,month,year
3928,2011-06-17,Summer,0,Friday,1,1,0.74,0.6818,0.62,0.2836,48,156,204,June,2011
3929,2011-06-17,Summer,0,Friday,1,1,0.76,0.697,0.52,0.194,73,142,215,June,2011
3930,2011-06-17,Summer,0,Friday,1,1,0.78,0.697,0.43,0.2239,62,181,243,June,2011
3931,2011-06-17,Summer,0,Friday,1,1,0.76,0.6818,0.45,0.1642,69,286,355,June,2011
3932,2011-06-17,Summer,0,Friday,1,3,0.76,0.6818,0.4,0.194,85,467,552,June,2011
3933,2011-06-17,Summer,0,Friday,1,3,0.76,0.6818,0.4,0.194,62,388,450,June,2011
3934,2011-06-17,Summer,0,Friday,1,3,0.64,0.5758,0.83,0.2537,53,275,328,June,2011
3935,2011-06-17,Summer,0,Friday,1,1,0.64,0.5909,0.78,0.1045,40,192,232,June,2011
3936,2011-06-17,Summer,0,Friday,1,1,0.64,0.5909,0.78,0.0896,49,159,208,June,2011
3937,2011-06-17,Summer,0,Friday,1,1,0.62,0.5606,0.88,0.1343,48,127,175,June,2011
3938,2011-06-17,Summer,0,Friday,1,1,0.62,0.5758,0.83,0.1343,37,141,178,June,2011
3939,2011-06-18,Summer,0,Saturday,0,1,0.62,0.5606,0.88,0.1343,21,83,104,June,2011
3940,2011-06-18,Summer,0,Saturday,0,1,0.62,0.5758,0.83,0.1045,15,80,95,June,2011
3941,2011-06-18,Summer,0,Saturday,0,1,0.6,0.5455,0.88,0.0,16,37,53,June,2011
3942,2011-06-18,Summer,0,Saturday,0,1,0.6,0.5455,0.88,0.0896,4,16,20,June,2011
3943,2011-06-18,Summer,0,Saturday,0,1,0.6,0.5455,0.88,0.0896,1,4,5,June,2011
3944,2011-06-18,Summer,0,Saturday,0,1,0.62,0.5758,0.83,0.0,1,6,7,June,2011
3945,2011-06-18,Summer,0,Saturday,0,1,0.62,0.5758,0.83,0.1045,9,18,27,June,2011
3946,2011-06-18,Summer,0,Saturday,0,1,0.64,0.5909,0.78,0.1343,12,45,57,June,2011
3947,2011-06-18,Summer,0,Saturday,0,1,0.66,0.6061,0.78,0.0896,28,103,131,June,2011
3948,2011-06-18,Summer,0,Saturday,0,1,0.7,0.6515,0.61,0.2239,62,156,218,June,2011
3949,2011-06-18,Summer,0,Saturday,0,1,0.72,0.6818,0.62,0.194,68,176,244,June,2011
3950,2011-06-18,Summer,0,Saturday,0,1,0.72,0.6818,0.62,0.1343,134,270,404,June,2011
3951,2011-06-18,Summer,0,Saturday,0,1,0.74,0.697,0.66,0.0896,162,258,420,June,2011
3952,2011-06-18,Summer,0,Saturday,0,1,0.76,0.697,0.55,0.0,135,192,327,June,2011
3953,2011-06-18,Summer,0,Saturday,0,2,0.8,0.7273,0.46,0.2836,138,196,334,June,2011
3954,2011-06-18,Summer,0,Saturday,0,2,0.82,0.7576,0.46,0.1343,153,214,367,June,2011
3955,2011-06-18,Summer,0,Saturday,0,2,0.76,0.697,0.52,0.2239,193,275,468,June,2011
3956,2011-06-18,Summer,0,Saturday,0,2,0.76,0.6818,0.48,0.1642,210,239,449,June,2011
3957,2011-06-18,Summer,0,Saturday,0,2,0.74,0.6818,0.55,0.194,118,263,381,June,2011
3958,2011-06-18,Summer,0,Saturday,0,2,0.74,0.6667,0.51,0.1045,99,227,326,June,2011
3959,2011-06-18,Summer,0,Saturday,0,2,0.72,0.6667,0.58,0.1343,61,127,188,June,2011
3960,2011-06-18,Summer,0,Saturday,0,2,0.72,0.6818,0.66,0.1045,58,125,183,June,2011
3961,2011-06-18,Summer,0,Saturday,0,2,0.72,0.6818,0.62,0.1343,56,105,161,June,2011
3962,2011-06-18,Summer,0,Saturday,0,2,0.72,0.6818,0.62,0.0,53,97,150,June,2011
3963,2011-06-19,Summer,0,Sunday,0,1,0.7,0.6515,0.65,0.0,18,71,89,June,2011
3964,2011-06-19,Summer,0,Sunday,0,2,0.7,0.6515,0.65,0.0896,17,59,76,June,2011
3965,2011-06-19,Summer,0,Sunday,0,1,0.68,0.6364,0.74,0.0896,13,59,72,June,2011
3966,2011-06-19,Summer,0,Sunday,0,2,0.66,0.6061,0.78,0.1343,14,16,30,June,2011
3967,2011-06-19,Summer,0,Sunday,0,2,0.66,0.6212,0.74,0.1343,7,10,17,June,2011
3968,2011-06-19,Summer,0,Sunday,0,2,0.66,0.6061,0.78,0.0,7,12,19,June,2011
3969,2011-06-19,Summer,0,Sunday,0,2,0.66,0.6061,0.78,0.1642,11,22,33,June,2011
3970,2011-06-19,Summer,0,Sunday,0,2,0.66,0.6061,0.78,0.1642,35,36,71,June,2011
3971,2011-06-19,Summer,0,Sunday,0,3,0.68,0.6364,0.74,0.1045,25,59,84,June,2011
3972,2011-06-19,Summer,0,Sunday,0,2,0.68,0.6364,0.74,0.1045,58,111,169,June,2011
3973,2011-06-19,Summer,0,Sunday,0,2,0.7,0.6515,0.61,0.1045,86,158,244,June,2011
3974,2011-06-19,Summer,0,Sunday,0,2,0.72,0.6667,0.58,0.0896,141,236,377,June,2011
3975,2011-06-19,Summer,0,Sunday,0,2,0.74,0.6818,0.55,0.0896,141,255,396,June,2011
3976,2011-06-19,Summer,0,Sunday,0,2,0.74,0.6667,0.51,0.0,149,214,363,June,2011
3977,2011-06-19,Summer,0,Sunday,0,3,0.74,0.6818,0.58,0.1045,124,193,317,June,2011
3978,2011-06-19,Summer,0,Sunday,0,2,0.74,0.6818,0.55,0.1045,146,216,362,June,2011
3979,2011-06-19,Summer,0,Sunday,0,2,0.76,0.6818,0.48,0.0,121,257,378,June,2011
3980,2011-06-19,Summer,0,Sunday,0,1,0.74,0.6667,0.51,0.0,159,238,397,June,2011
3981,2011-06-19,Summer,0,Sunday,0,2,0.74,0.6818,0.58,0.0896,78,218,296,June,2011
3982,2011-06-19,Summer,0,Sunday,0,1,0.72,0.6818,0.62,0.1343,94,217,311,June,2011
3983,2011-06-19,Summer,0,Sunday,0,1,0.7,0.6515,0.7,0.194,86,146,232,June,2011
3984,2011-06-19,Summer,0,Sunday,0,1,0.68,0.6364,0.79,0.1343,57,110,167,June,2011
3985,2011-06-19,Summer,0,Sunday,0,1,0.66,0.6061,0.78,0.2239,38,114,152,June,2011
3986,2011-06-19,Summer,0,Sunday,0,1,0.66,0.6061,0.78,0.194,14,78,92,June,2011
3987,2011-06-20,Summer,0,Monday,1,1,0.66,0.6061,0.83,0.1642,7,19,26,June,2011
3988,2011-06-20,Summer,0,Monday,1,1,0.64,0.5758,0.89,0.0896,9,3,12,June,2011
3989,2011-06-20,Summer,0,Monday,1,1,0.64,0.5758,0.89,0.0896,2,0,2,June,2011
3990,2011-06-20,Summer,0,Monday,1,3,0.64,0.5758,0.89,0.0,1,0,1,June,2011
3991,2011-06-20,Summer,0,Monday,1,3,0.62,0.5606,0.88,0.1642,1,2,3,June,2011
3992,2011-06-20,Summer,0,Monday,1,3,0.62,0.5758,0.83,0.1343,0,3,3,June,2011
3993,2011-06-20,Summer,0,Monday,1,3,0.6,0.5758,0.78,0.1343,1,25,26,June,2011
3994,2011-06-20,Summer,0,Monday,1,3,0.56,0.5303,0.88,0.194,0,46,46,June,2011
3995,2011-06-20,Summer,0,Monday,1,3,0.56,0.5303,0.83,0.194,12,209,221,June,2011
3996,2011-06-20,Summer,0,Monday,1,2,0.6,0.5758,0.78,0.2537,19,200,219,June,2011
3997,2011-06-20,Summer,0,Monday,1,2,0.6,0.5758,0.78,0.2537,33,58,91,June,2011
3998,2011-06-20,Summer,0,Monday,1,2,0.6,0.5758,0.78,0.1045,27,67,94,June,2011
3999,2011-06-20,Summer,0,Monday,1,2,0.62,0.6061,0.69,0.1045,33,129,162,June,2011
4000,2011-06-20,Summer,0,Monday,1,1,0.64,0.6061,0.65,0.1045,50,129,179,June,2011
4001,2011-06-20,Summer,0,Monday,1,1,0.66,0.6212,0.61,0.1045,45,130,175,June,2011
4002,2011-06-20,Summer,0,Monday,1,1,0.66,0.6212,0.61,0.1343,66,139,205,June,2011
4003,2011-06-20,Summer,0,Monday,1,1,0.7,0.6515,0.58,0.1642,61,238,299,June,2011
4004,2011-06-20,Summer,0,Monday,1,1,0.7,0.6515,0.54,0.0,81,484,565,June,2011
4005,2011-06-20,Summer,0,Monday,1,1,0.7,0.6515,0.61,0.2537,64,474,538,June,2011
4006,2011-06-20,Summer,0,Monday,1,1,0.66,0.6212,0.65,0.2239,62,369,431,June,2011
4007,2011-06-20,Summer,0,Monday,1,1,0.66,0.6212,0.69,0.2239,52,264,316,June,2011
4008,2011-06-20,Summer,0,Monday,1,1,0.64,0.6061,0.73,0.1642,39,167,206,June,2011
4009,2011-06-20,Summer,0,Monday,1,2,0.64,0.6061,0.73,0.2239,24,106,130,June,2011
4010,2011-06-20,Summer,0,Monday,1,1,0.62,0.5909,0.78,0.2537,10,50,60,June,2011
4011,2011-06-21,Fall,0,Tuesday,1,1,0.62,0.5909,0.78,0.1642,10,23,33,June,2011
4012,2011-06-21,Fall,0,Tuesday,1,3,0.62,0.5909,0.78,0.1642,2,12,14,June,2011
4013,2011-06-21,Fall,0,Tuesday,1,3,0.62,0.5758,0.83,0.1642,1,5,6,June,2011
4014,2011-06-21,Fall,0,Tuesday,1,3,0.62,0.5758,0.83,0.1642,0,2,2,June,2011
4015,2011-06-21,Fall,0,Tuesday,1,2,0.6,0.5455,0.88,0.1045,2,7,9,June,2011
4016,2011-06-21,Fall,0,Tuesday,1,2,0.6,0.5455,0.88,0.1343,3,22,25,June,2011
4017,2011-06-21,Fall,0,Tuesday,1,2,0.6,0.5455,0.88,0.1343,8,107,115,June,2011
4018,2011-06-21,Fall,0,Tuesday,1,2,0.6,0.5152,0.94,0.0,21,288,309,June,2011
4019,2011-06-21,Fall,0,Tuesday,1,2,0.62,0.5606,0.88,0.1045,33,368,401,June,2011
4020,2011-06-21,Fall,0,Tuesday,1,2,0.62,0.5606,0.88,0.2537,32,243,275,June,2011
4021,2011-06-21,Fall,0,Tuesday,1,2,0.64,0.5758,0.83,0.194,41,120,161,June,2011
4022,2011-06-21,Fall,0,Tuesday,1,1,0.66,0.6061,0.83,0.1642,52,119,171,June,2011
4023,2011-06-21,Fall,0,Tuesday,1,1,0.7,0.6667,0.74,0.1642,40,149,189,June,2011
4024,2011-06-21,Fall,0,Tuesday,1,1,0.74,0.697,0.66,0.1642,49,158,207,June,2011
4025,2011-06-21,Fall,0,Tuesday,1,1,0.76,0.7121,0.62,0.2239,44,108,152,June,2011
4026,2011-06-21,Fall,0,Tuesday,1,1,0.78,0.7424,0.59,0.2537,42,128,170,June,2011
4027,2011-06-21,Fall,0,Tuesday,1,1,0.8,0.7727,0.59,0.2239,62,273,335,June,2011
4028,2011-06-21,Fall,0,Tuesday,1,1,0.78,0.7576,0.66,0.2239,65,507,572,June,2011
4029,2011-06-21,Fall,0,Tuesday,1,2,0.76,0.7273,0.7,0.2537,67,469,536,June,2011
4030,2011-06-21,Fall,0,Tuesday,1,2,0.74,0.7121,0.74,0.2239,67,358,425,June,2011
4031,2011-06-21,Fall,0,Tuesday,1,3,0.74,0.697,0.7,0.2239,72,254,326,June,2011
4032,2011-06-21,Fall,0,Tuesday,1,1,0.72,0.697,0.74,0.194,38,191,229,June,2011
4033,2011-06-21,Fall,0,Tuesday,1,1,0.7,0.6667,0.79,0.1045,12,97,109,June,2011
4034,2011-06-21,Fall,0,Tuesday,1,1,0.7,0.6667,0.74,0.1045,11,53,64,June,2011
4035,2011-06-22,Fall,0,Wednesday,1,1,0.66,0.6061,0.78,0.194,15,18,33,June,2011
4036,2011-06-22,Fall,0,Wednesday,1,1,0.66,0.6061,0.78,0.1343,2,19,21,June,2011
4037,2011-06-22,Fall,0,Wednesday,1,1,0.66,0.6061,0.78,0.0,2,5,7,June,2011
4038,2011-06-22,Fall,0,Wednesday,1,1,0.66,0.6061,0.78,0.1343,0,7,7,June,2011
4039,2011-06-22,Fall,0,Wednesday,1,1,0.64,0.5758,0.83,0.0,3,8,11,June,2011
4040,2011-06-22,Fall,0,Wednesday,1,1,0.64,0.5758,0.89,0.0,2,21,23,June,2011
4041,2011-06-22,Fall,0,Wednesday,1,1,0.66,0.6061,0.83,0.0,12,110,122,June,2011
4042,2011-06-22,Fall,0,Wednesday,1,1,0.7,0.6667,0.79,0.0,23,288,311,June,2011
4043,2011-06-22,Fall,0,Wednesday,1,1,0.72,0.697,0.74,0.1045,27,396,423,June,2011
4044,2011-06-22,Fall,0,Wednesday,1,1,0.72,0.697,0.79,0.1642,14,205,219,June,2011
4045,2011-06-22,Fall,0,Wednesday,1,1,0.74,0.697,0.7,0.2537,31,104,135,June,2011
4046,2011-06-22,Fall,0,Wednesday,1,1,0.74,0.697,0.7,0.1642,37,108,145,June,2011
4047,2011-06-22,Fall,0,Wednesday,1,2,0.8,0.7727,0.59,0.2239,44,144,188,June,2011
4048,2011-06-22,Fall,0,Wednesday,1,2,0.82,0.7879,0.56,0.2537,34,113,147,June,2011
4049,2011-06-22,Fall,0,Wednesday,1,2,0.82,0.7727,0.52,0.2836,32,113,145,June,2011
4050,2011-06-22,Fall,0,Wednesday,1,2,0.82,0.7879,0.56,0.2836,32,114,146,June,2011
4051,2011-06-22,Fall,0,Wednesday,1,2,0.82,0.803,0.59,0.3284,34,224,258,June,2011
4052,2011-06-22,Fall,0,Wednesday,1,2,0.8,0.7576,0.55,0.3881,67,462,529,June,2011
4053,2011-06-22,Fall,0,Wednesday,1,2,0.8,0.7727,0.59,0.2537,66,447,513,June,2011
4054,2011-06-22,Fall,0,Wednesday,1,2,0.8,0.7424,0.52,0.2537,62,280,342,June,2011
4055,2011-06-22,Fall,0,Wednesday,1,1,0.74,0.7121,0.74,0.1343,52,230,282,June,2011
4056,2011-06-22,Fall,0,Wednesday,1,1,0.74,0.7121,0.79,0.1642,31,216,247,June,2011
4057,2011-06-22,Fall,0,Wednesday,1,2,0.72,0.697,0.79,0.194,25,123,148,June,2011
4058,2011-06-22,Fall,0,Wednesday,1,2,0.72,0.697,0.79,0.2239,14,91,105,June,2011
4059,2011-06-23,Fall,0,Thursday,1,1,0.72,0.697,0.79,0.2239,5,44,49,June,2011
4060,2011-06-23,Fall,0,Thursday,1,1,0.72,0.697,0.74,0.2239,5,26,31,June,2011
4061,2011-06-23,Fall,0,Thursday,1,1,0.72,0.697,0.74,0.2239,0,4,4,June,2011
4062,2011-06-23,Fall,0,Thursday,1,2,0.72,0.697,0.74,0.1642,1,4,5,June,2011
4063,2011-06-23,Fall,0,Thursday,1,2,0.7,0.6667,0.79,0.1343,0,7,7,June,2011
4064,2011-06-23,Fall,0,Thursday,1,1,0.72,0.697,0.74,0.1642,2,22,24,June,2011
4065,2011-06-23,Fall,0,Thursday,1,1,0.72,0.697,0.74,0.1642,8,92,100,June,2011
4066,2011-06-23,Fall,0,Thursday,1,2,0.72,0.697,0.74,0.1343,26,301,327,June,2011
4067,2011-06-23,Fall,0,Thursday,1,2,0.74,0.697,0.7,0.194,20,412,432,June,2011
4068,2011-06-23,Fall,0,Thursday,1,2,0.74,0.697,0.7,0.1343,33,194,227,June,2011
4069,2011-06-23,Fall,0,Thursday,1,2,0.76,0.7273,0.66,0.1343,39,88,127,June,2011
4070,2011-06-23,Fall,0,Thursday,1,3,0.76,0.7273,0.66,0.2537,28,108,136,June,2011
4071,2011-06-23,Fall,0,Thursday,1,2,0.76,0.7273,0.66,0.2836,30,130,160,June,2011
4072,2011-06-23,Fall,0,Thursday,1,2,0.76,0.7121,0.62,0.2836,37,149,186,June,2011
4073,2011-06-23,Fall,0,Thursday,1,2,0.76,0.7273,0.66,0.2985,46,103,149,June,2011
4074,2011-06-23,Fall,0,Thursday,1,2,0.76,0.697,0.52,0.3582,62,127,189,June,2011
4075,2011-06-23,Fall,0,Thursday,1,2,0.74,0.6818,0.62,0.2985,58,217,275,June,2011
4076,2011-06-23,Fall,0,Thursday,1,2,0.72,0.6818,0.7,0.3582,74,495,569,June,2011
4077,2011-06-23,Fall,0,Thursday,1,1,0.72,0.6818,0.7,0.4179,57,483,540,June,2011
4078,2011-06-23,Fall,0,Thursday,1,1,0.72,0.6818,0.7,0.3582,56,344,400,June,2011
4079,2011-06-23,Fall,0,Thursday,1,1,0.7,0.6667,0.74,0.2239,75,277,352,June,2011
4080,2011-06-23,Fall,0,Thursday,1,1,0.7,0.6667,0.74,0.194,46,188,234,June,2011
4081,2011-06-23,Fall,0,Thursday,1,2,0.7,0.6667,0.74,0.2239,23,139,162,June,2011
4082,2011-06-23,Fall,0,Thursday,1,1,0.7,0.6667,0.74,0.2836,15,90,105,June,2011
4083,2011-06-24,Fall,0,Friday,1,1,0.68,0.6364,0.79,0.194,10,53,63,June,2011
4084,2011-06-24,Fall,0,Friday,1,1,0.66,0.6061,0.83,0.3284,8,20,28,June,2011
4085,2011-06-24,Fall,0,Friday,1,1,0.66,0.6061,0.83,0.3284,4,10,14,June,2011
4086,2011-06-24,Fall,0,Friday,1,1,0.66,0.6061,0.83,0.1642,1,4,5,June,2011
4087,2011-06-24,Fall,0,Friday,1,1,0.66,0.6061,0.83,0.0896,1,8,9,June,2011
4088,2011-06-24,Fall,0,Friday,1,1,0.64,0.5758,0.89,0.0896,2,18,20,June,2011
4089,2011-06-24,Fall,0,Friday,1,1,0.66,0.6061,0.83,0.1343,4,87,91,June,2011
4090,2011-06-24,Fall,0,Friday,1,2,0.66,0.6061,0.83,0.2239,21,247,268,June,2011
4091,2011-06-24,Fall,0,Friday,1,1,0.7,0.6667,0.74,0.2239,27,439,466,June,2011
4092,2011-06-24,Fall,0,Friday,1,1,0.74,0.6818,0.62,0.1343,28,203,231,June,2011
4093,2011-06-24,Fall,0,Friday,1,1,0.8,0.7273,0.43,0.2836,43,102,145,June,2011
4094,2011-06-24,Fall,0,Friday,1,1,0.8,0.7121,0.38,0.3284,56,147,203,June,2011
4095,2011-06-24,Fall,0,Friday,1,1,0.8,0.7121,0.41,0.2836,51,150,201,June,2011
4096,2011-06-24,Fall,0,Friday,1,1,0.8,0.7121,0.36,0.2239,43,178,221,June,2011
4097,2011-06-24,Fall,0,Friday,1,1,0.78,0.697,0.43,0.2836,67,162,229,June,2011
4098,2011-06-24,Fall,0,Friday,1,1,0.82,0.7273,0.34,0.3881,69,147,216,June,2011
4099,2011-06-24,Fall,0,Friday,1,1,0.8,0.697,0.33,0.4179,80,247,327,June,2011
4100,2011-06-24,Fall,0,Friday,1,1,0.76,0.6667,0.37,0.2537,85,472,557,June,2011
4101,2011-06-24,Fall,0,Friday,1,1,0.76,0.6667,0.37,0.2985,87,365,452,June,2011
4102,2011-06-24,Fall,0,Friday,1,1,0.74,0.6515,0.4,0.2239,92,293,385,June,2011
4103,2011-06-24,Fall,0,Friday,1,1,0.72,0.6515,0.45,0.1642,66,222,288,June,2011
4104,2011-06-24,Fall,0,Friday,1,1,0.7,0.6515,0.48,0.1343,50,183,233,June,2011
4105,2011-06-24,Fall,0,Friday,1,1,0.7,0.6515,0.48,0.0,41,126,167,June,2011
4106,2011-06-24,Fall,0,Friday,1,1,0.68,0.6364,0.51,0.1343,33,139,172,June,2011
4107,2011-06-25,Fall,0,Saturday,0,1,0.68,0.6364,0.47,0.1642,19,97,116,June,2011
4108,2011-06-25,Fall,0,Saturday,0,1,0.66,0.6212,0.5,0.1642,20,75,95,June,2011
4109,2011-06-25,Fall,0,Saturday,0,2,0.66,0.6212,0.5,0.194,8,51,59,June,2011
4110,2011-06-25,Fall,0,Saturday,0,1,0.64,0.6212,0.57,0.194,18,21,39,June,2011
4111,2011-06-25,Fall,0,Saturday,0,1,0.64,0.6212,0.57,0.194,7,4,11,June,2011
4112,2011-06-25,Fall,0,Saturday,0,1,0.62,0.6061,0.61,0.1343,6,8,14,June,2011
4113,2011-06-25,Fall,0,Saturday,0,1,0.64,0.6212,0.57,0.2239,12,17,29,June,2011
4114,2011-06-25,Fall,0,Saturday,0,1,0.64,0.6212,0.57,0.2836,7,35,42,June,2011
4115,2011-06-25,Fall,0,Saturday,0,1,0.7,0.6515,0.48,0.2537,27,85,112,June,2011
4116,2011-06-25,Fall,0,Saturday,0,1,0.72,0.6515,0.45,0.2537,47,139,186,June,2011
4117,2011-06-25,Fall,0,Saturday,0,1,0.72,0.6515,0.45,0.194,99,203,302,June,2011
4118,2011-06-25,Fall,0,Saturday,0,1,0.74,0.6667,0.42,0.0,122,209,331,June,2011
4119,2011-06-25,Fall,0,Saturday,0,1,0.74,0.6515,0.4,0.2836,140,252,392,June,2011
4120,2011-06-25,Fall,0,Saturday,0,1,0.74,0.6515,0.4,0.2836,140,231,371,June,2011
4121,2011-06-25,Fall,0,Saturday,0,1,0.74,0.6667,0.45,0.2985,151,232,383,June,2011
4122,2011-06-25,Fall,0,Saturday,0,1,0.74,0.6667,0.45,0.0,157,235,392,June,2011
4123,2011-06-25,Fall,0,Saturday,0,1,0.76,0.6818,0.43,0.2985,175,235,410,June,2011
4124,2011-06-25,Fall,0,Saturday,0,1,0.74,0.6667,0.42,0.2239,152,247,399,June,2011
4125,2011-06-25,Fall,0,Saturday,0,1,0.72,0.6515,0.45,0.2537,108,199,307,June,2011
4126,2011-06-25,Fall,0,Saturday,0,1,0.72,0.6667,0.48,0.2836,121,254,375,June,2011
4127,2011-06-25,Fall,0,Saturday,0,1,0.7,0.6515,0.48,0.194,74,195,269,June,2011
4128,2011-06-25,Fall,0,Saturday,0,1,0.68,0.6364,0.51,0.1642,62,140,202,June,2011
4129,2011-06-25,Fall,0,Saturday,0,1,0.68,0.6364,0.47,0.194,61,126,187,June,2011
4130,2011-06-25,Fall,0,Saturday,0,2,0.66,0.6212,0.5,0.2985,49,130,179,June,2011
4131,2011-06-26,Fall,0,Sunday,0,1,0.64,0.6212,0.53,0.0,30,85,115,June,2011
4132,2011-06-26,Fall,0,Sunday,0,1,0.64,0.6212,0.53,0.1045,17,73,90,June,2011
4133,2011-06-26,Fall,0,Sunday,0,1,0.62,0.6212,0.57,0.1045,17,70,87,June,2011
4134,2011-06-26,Fall,0,Sunday,0,1,0.6,0.6061,0.64,0.1045,12,22,34,June,2011
4135,2011-06-26,Fall,0,Sunday,0,1,0.6,0.6061,0.64,0.0896,3,8,11,June,2011
4136,2011-06-26,Fall,0,Sunday,0,1,0.6,0.6061,0.64,0.0,3,9,12,June,2011
4137,2011-06-26,Fall,0,Sunday,0,1,0.6,0.6061,0.64,0.0,7,13,20,June,2011
4138,2011-06-26,Fall,0,Sunday,0,1,0.62,0.6061,0.61,0.0,24,27,51,June,2011
4139,2011-06-26,Fall,0,Sunday,0,1,0.64,0.6212,0.61,0.194,29,78,107,June,2011
4140,2011-06-26,Fall,0,Sunday,0,1,0.66,0.6212,0.54,0.0896,75,131,206,June,2011
4141,2011-06-26,Fall,0,Sunday,0,1,0.72,0.6667,0.48,0.1045,136,196,332,June,2011
4142,2011-06-26,Fall,0,Sunday,0,1,0.72,0.6515,0.45,0.1343,127,219,346,June,2011
4143,2011-06-26,Fall,0,Sunday,0,1,0.74,0.6515,0.4,0.1642,175,268,443,June,2011
4144,2011-06-26,Fall,0,Sunday,0,1,0.74,0.6515,0.4,0.0,197,245,442,June,2011
4145,2011-06-26,Fall,0,Sunday,0,1,0.74,0.6515,0.4,0.1343,197,246,443,June,2011
4146,2011-06-26,Fall,0,Sunday,0,1,0.74,0.6515,0.4,0.0,174,229,403,June,2011
4147,2011-06-26,Fall,0,Sunday,0,1,0.74,0.6667,0.42,0.194,177,278,455,June,2011
4148,2011-06-26,Fall,0,Sunday,0,2,0.72,0.6515,0.42,0.1642,178,243,421,June,2011
4149,2011-06-26,Fall,0,Sunday,0,2,0.72,0.6515,0.45,0.2537,117,265,382,June,2011
4150,2011-06-26,Fall,0,Sunday,0,2,0.72,0.6667,0.48,0.1343,89,228,317,June,2011
4151,2011-06-26,Fall,0,Sunday,0,2,0.7,0.6515,0.48,0.1045,55,158,213,June,2011
4152,2011-06-26,Fall,0,Sunday,0,2,0.7,0.6515,0.54,0.1045,48,135,183,June,2011
4153,2011-06-26,Fall,0,Sunday,0,1,0.7,0.6515,0.51,0.0,19,95,114,June,2011
4154,2011-06-26,Fall,0,Sunday,0,1,0.7,0.6515,0.54,0.0896,14,64,78,June,2011
4155,2011-06-27,Fall,0,Monday,1,3,0.64,0.6061,0.73,0.2836,7,25,32,June,2011
4156,2011-06-27,Fall,0,Monday,1,2,0.62,0.5909,0.78,0.1343,4,11,15,June,2011
4157,2011-06-27,Fall,0,Monday,1,3,0.62,0.5909,0.78,0.1343,3,3,6,June,2011
4158,2011-06-27,Fall,0,Monday,1,3,0.62,0.5909,0.78,0.1343,0,2,2,June,2011
4159,2011-06-27,Fall,0,Monday,1,2,0.6,0.5606,0.83,0.1642,1,8,9,June,2011
4160,2011-06-27,Fall,0,Monday,1,2,0.62,0.5758,0.83,0.1642,1,21,22,June,2011
4161,2011-06-27,Fall,0,Monday,1,2,0.62,0.5909,0.78,0.1642,4,90,94,June,2011
4162,2011-06-27,Fall,0,Monday,1,2,0.64,0.6061,0.73,0.2239,14,247,261,June,2011
4163,2011-06-27,Fall,0,Monday,1,1,0.66,0.6212,0.74,0.194,29,418,447,June,2011
4164,2011-06-27,Fall,0,Monday,1,2,0.72,0.6667,0.54,0.0,37,150,187,June,2011
4165,2011-06-27,Fall,0,Monday,1,2,0.72,0.6667,0.54,0.1343,55,95,150,June,2011
4166,2011-06-27,Fall,0,Monday,1,2,0.7,0.6515,0.58,0.0,55,95,150,June,2011
4167,2011-06-27,Fall,0,Monday,1,2,0.72,0.6667,0.54,0.0,40,130,170,June,2011
4168,2011-06-27,Fall,0,Monday,1,2,0.72,0.6667,0.58,0.2239,37,127,164,June,2011
4169,2011-06-27,Fall,0,Monday,1,2,0.72,0.6667,0.58,0.0896,58,100,158,June,2011
4170,2011-06-27,Fall,0,Monday,1,2,0.74,0.6818,0.55,0.0,76,126,202,June,2011
4171,2011-06-27,Fall,0,Monday,1,1,0.74,0.6818,0.55,0.1045,53,222,275,June,2011
4172,2011-06-27,Fall,0,Monday,1,1,0.74,0.6818,0.55,0.1343,90,514,604,June,2011
4173,2011-06-27,Fall,0,Monday,1,1,0.74,0.6667,0.51,0.0,79,512,591,June,2011
4174,2011-06-27,Fall,0,Monday,1,1,0.72,0.6818,0.62,0.194,56,340,396,June,2011
4175,2011-06-27,Fall,0,Monday,1,1,0.7,0.6515,0.65,0.1045,54,251,305,June,2011
4176,2011-06-27,Fall,0,Monday,1,1,0.7,0.6515,0.65,0.0,52,190,242,June,2011
4177,2011-06-27,Fall,0,Monday,1,1,0.68,0.6364,0.69,0.0,33,112,145,June,2011
4178,2011-06-27,Fall,0,Monday,1,1,0.68,0.6364,0.69,0.0,16,65,81,June,2011
4179,2011-06-28,Fall,0,Tuesday,1,2,0.66,0.6061,0.78,0.1343,5,25,30,June,2011
4180,2011-06-28,Fall,0,Tuesday,1,1,0.66,0.6212,0.74,0.0,5,8,13,June,2011
4181,2011-06-28,Fall,0,Tuesday,1,2,0.66,0.6212,0.74,0.0,2,9,11,June,2011
4182,2011-06-28,Fall,0,Tuesday,1,2,0.66,0.6212,0.74,0.0,0,2,2,June,2011
4183,2011-06-28,Fall,0,Tuesday,1,1,0.66,0.6212,0.74,0.0,1,7,8,June,2011
4184,2011-06-28,Fall,0,Tuesday,1,1,0.66,0.6061,0.78,0.0,1,20,21,June,2011
4185,2011-06-28,Fall,0,Tuesday,1,1,0.66,0.6061,0.83,0.1642,7,117,124,June,2011
4186,2011-06-28,Fall,0,Tuesday,1,1,0.68,0.6364,0.83,0.194,27,320,347,June,2011
4187,2011-06-28,Fall,0,Tuesday,1,1,0.7,0.6667,0.79,0.1642,39,417,456,June,2011
